CMDLINE /usr/bin/python3 main.py app_debug.cfg
MEM 0.906250 1565530097.0271
MEM 7.191406 1565530097.1420
MEM 8.718750 1565530097.2566
MEM 9.578125 1565530097.3715
MEM 10.753906 1565530097.4863
MEM 14.519531 1565530097.6029
MEM 15.085938 1565530097.7173
MEM 15.085938 1565530097.8317
MEM 15.140625 1565530097.9461
MEM 15.140625 1565530098.0784
MEM 15.140625 1565530098.2107
MEM 15.140625 1565530098.3430
MEM 15.140625 1565530098.4756
MEM 15.140625 1565530098.6079
MEM 15.140625 1565530098.7404
MEM 15.140625 1565530098.8728
MEM 15.140625 1565530099.0054
MEM 15.140625 1565530099.1199
MEM 15.398438 1565530099.2344
MEM 15.398438 1565530099.3487
MEM 15.410156 1565530099.4631
MEM 15.410156 1565530099.5775
MEM 15.410156 1565530099.6920
MEM 15.410156 1565530099.8240
MEM 15.410156 1565530099.9567
MEM 15.410156 1565530100.0713
MEM 15.410156 1565530100.1858
MEM 15.410156 1565530100.3002
MEM 15.410156 1565530100.4148
MEM 15.410156 1565530100.5292
MEM 15.410156 1565530100.6435
MEM 15.410156 1565530100.7579
MEM 15.410156 1565530100.8722
MEM 15.410156 1565530100.9866
MEM 15.410156 1565530101.1018
MEM 16.183594 1565530101.2166
MEM 16.441406 1565530101.3314
MEM 16.464844 1565530101.4458
MEM 16.464844 1565530101.5604
MEM 16.464844 1565530101.6747
MEM 16.464844 1565530101.7893
MEM 16.464844 1565530101.9036
MEM 16.464844 1565530102.0182
MEM 16.464844 1565530102.1379
MEM 16.464844 1565530102.2706
MEM 16.464844 1565530102.3850
MEM 16.464844 1565530102.4998
MEM 16.464844 1565530102.6142
MEM 16.464844 1565530102.7287
MEM 16.464844 1565530102.8431
MEM 16.464844 1565530102.9575
MEM 16.464844 1565530103.0903
MEM 16.464844 1565530103.2228
MEM 16.464844 1565530103.3522
MEM 16.464844 1565530103.4668
MEM 16.464844 1565530103.5813
MEM 16.464844 1565530103.6956
MEM 16.464844 1565530103.8103
MEM 16.464844 1565530103.9247
MEM 16.464844 1565530104.0391
MEM 16.464844 1565530104.1717
MEM 16.464844 1565530104.3042
MEM 16.464844 1565530104.4188
MEM 16.464844 1565530104.5336
MEM 16.464844 1565530104.6481
MEM 16.464844 1565530104.7629
MEM 16.464844 1565530104.8773
MEM 16.464844 1565530104.9917
MEM 16.464844 1565530105.1243
MEM 16.464844 1565530105.2566
MEM 16.464844 1565530105.3902
MEM 16.464844 1565530105.5047
MEM 16.464844 1565530105.6192
MEM 16.464844 1565530105.7335
MEM 16.464844 1565530105.8480
MEM 16.464844 1565530105.9623
MEM 16.464844 1565530106.0768
MEM 16.464844 1565530106.2093
MEM 16.464844 1565530106.3419
MEM 16.464844 1565530106.4565
MEM 16.464844 1565530106.5712
MEM 16.464844 1565530106.6856
MEM 16.464844 1565530106.8001
MEM 16.464844 1565530106.9145
MEM 16.464844 1565530107.0289
MEM 16.464844 1565530107.1610
MEM 16.464844 1565530107.2943
MEM 16.464844 1565530107.4089
MEM 16.464844 1565530107.5234
MEM 16.464844 1565530107.6379
MEM 16.464844 1565530107.7523
MEM 16.464844 1565530107.8668
MEM 16.464844 1565530107.9812
MEM 16.464844 1565530108.1138
MEM 16.464844 1565530108.2463
MEM 16.464844 1565530108.3797
MEM 16.464844 1565530108.4941
MEM 16.464844 1565530108.6090
MEM 16.464844 1565530108.7233
MEM 16.464844 1565530108.8378
MEM 16.464844 1565530108.9523
MEM 16.464844 1565530109.0667
MEM 16.464844 1565530109.1990
MEM 16.464844 1565530109.3315
MEM 16.464844 1565530109.4460
MEM 16.464844 1565530109.5605
MEM 16.464844 1565530109.6749
MEM 16.464844 1565530109.7894
MEM 16.464844 1565530109.9038
MEM 16.464844 1565530110.0181
MEM 16.464844 1565530110.1508
MEM 16.464844 1565530110.2652
MEM 16.464844 1565530110.3796
MEM 16.464844 1565530110.4940
MEM 16.464844 1565530110.6085
MEM 16.464844 1565530110.7229
MEM 16.464844 1565530110.8375
MEM 16.464844 1565530110.9700
MEM 16.464844 1565530111.1013
MEM 16.464844 1565530111.2158
MEM 16.464844 1565530111.3310
MEM 16.464844 1565530111.4455
MEM 16.464844 1565530111.5604
MEM 16.464844 1565530111.6749
MEM 16.464844 1565530111.7894
MEM 16.464844 1565530111.9151
MEM 16.464844 1565530112.0295
MEM 16.464844 1565530112.1440
MEM 16.464844 1565530112.2584
MEM 16.464844 1565530112.3734
MEM 16.464844 1565530112.4877
MEM 16.464844 1565530112.6025
MEM 16.464844 1565530112.7351
MEM 16.464844 1565530112.8677
MEM 16.464844 1565530112.9822
MEM 16.464844 1565530113.0968
MEM 16.464844 1565530113.2112
MEM 16.464844 1565530113.3257
MEM 16.464844 1565530113.4407
MEM 16.464844 1565530113.5552
MEM 16.464844 1565530113.6877
MEM 16.464844 1565530113.8204
MEM 16.464844 1565530113.9512
MEM 16.464844 1565530114.0662
MEM 16.464844 1565530114.1806
MEM 16.464844 1565530114.2952
MEM 16.464844 1565530114.4096
MEM 16.464844 1565530114.5240
MEM 16.464844 1565530114.6386
MEM 16.464844 1565530114.7710
MEM 16.464844 1565530114.8856
MEM 16.464844 1565530115.0000
MEM 16.464844 1565530115.1145
MEM 16.464844 1565530115.2291
MEM 16.464844 1565530115.3440
MEM 16.464844 1565530115.4584
MEM 16.464844 1565530115.5732
MEM 16.464844 1565530115.6889
MEM 16.464844 1565530115.8034
MEM 16.464844 1565530115.9179
MEM 16.464844 1565530116.0323
MEM 16.464844 1565530116.1467
MEM 16.464844 1565530116.2612
MEM 16.464844 1565530116.3756
MEM 16.464844 1565530116.5086
MEM 16.464844 1565530116.6420
MEM 16.464844 1565530116.7564
MEM 16.464844 1565530116.8710
MEM 16.464844 1565530116.9854
MEM 16.464844 1565530117.0999
MEM 16.464844 1565530117.2143
MEM 16.464844 1565530117.3288
MEM 16.464844 1565530117.4619
MEM 16.464844 1565530117.5944
MEM 16.464844 1565530117.7089
MEM 16.464844 1565530117.8235
MEM 16.464844 1565530117.9379
MEM 16.464844 1565530118.0522
MEM 16.464844 1565530118.1666
MEM 16.464844 1565530118.2809
MEM 16.464844 1565530118.4134
MEM 16.464844 1565530118.5279
MEM 16.464844 1565530118.6424
MEM 16.464844 1565530118.7574
MEM 16.464844 1565530118.8719
MEM 16.464844 1565530118.9863
MEM 16.464844 1565530119.1008
MEM 16.464844 1565530119.2332
MEM 16.464844 1565530119.3657
MEM 16.464844 1565530119.4813
MEM 16.464844 1565530119.5963
MEM 16.464844 1565530119.7108
MEM 16.464844 1565530119.8255
MEM 16.464844 1565530119.9400
MEM 16.464844 1565530120.0543
MEM 16.464844 1565530120.1687
MEM 16.464844 1565530120.3012
MEM 16.464844 1565530120.4157
MEM 16.464844 1565530120.5302
MEM 16.464844 1565530120.6447
MEM 16.464844 1565530120.7592
MEM 16.464844 1565530120.8744
MEM 16.464844 1565530120.9889
MEM 16.464844 1565530121.1098
MEM 16.464844 1565530121.2245
MEM 16.464844 1565530121.3390
MEM 16.464844 1565530121.4534
MEM 16.464844 1565530121.5678
MEM 16.464844 1565530121.6823
MEM 16.464844 1565530121.7966
MEM 16.464844 1565530121.9112
MEM 16.464844 1565530122.0436
MEM 16.464844 1565530122.1763
MEM 16.464844 1565530122.2908
MEM 16.464844 1565530122.4053
MEM 16.464844 1565530122.5198
MEM 16.464844 1565530122.6344
MEM 16.464844 1565530122.7489
MEM 16.464844 1565530122.8633
MEM 16.464844 1565530122.9966
MEM 16.464844 1565530123.1292
MEM 16.464844 1565530123.2437
MEM 16.464844 1565530123.3581
MEM 16.464844 1565530123.4725
MEM 16.464844 1565530123.5870
MEM 16.464844 1565530123.7015
MEM 16.464844 1565530123.8158
MEM 16.464844 1565530123.9487
MEM 16.464844 1565530124.0633
MEM 16.464844 1565530124.1779
MEM 16.464844 1565530124.2922
MEM 16.464844 1565530124.4067
MEM 16.464844 1565530124.5212
MEM 16.464844 1565530124.6360
MEM 16.464844 1565530124.7686
MEM 16.464844 1565530124.9025
MEM 16.464844 1565530125.0169
MEM 16.464844 1565530125.1317
MEM 16.464844 1565530125.2461
MEM 16.464844 1565530125.3606
MEM 16.464844 1565530125.4751
MEM 16.464844 1565530125.5895
MEM 16.464844 1565530125.7215
MEM 16.464844 1565530125.8543
MEM 16.464844 1565530125.9693
MEM 16.464844 1565530126.0837
MEM 16.464844 1565530126.1982
MEM 16.464844 1565530126.3125
MEM 16.464844 1565530126.4270
MEM 16.464844 1565530126.5413
MEM 16.464844 1565530126.6739
MEM 16.464844 1565530126.7884
MEM 16.464844 1565530126.9029
MEM 16.464844 1565530127.0173
MEM 16.464844 1565530127.1318
MEM 16.464844 1565530127.2468
MEM 16.464844 1565530127.3613
MEM 16.464844 1565530127.4937
MEM 16.464844 1565530127.6265
MEM 16.464844 1565530127.7410
MEM 16.464844 1565530127.8558
MEM 16.464844 1565530127.9703
MEM 16.464844 1565530128.0846
MEM 16.464844 1565530128.1990
MEM 16.464844 1565530128.3135
MEM 16.464844 1565530128.4461
MEM 16.464844 1565530128.5606
MEM 16.464844 1565530128.6751
MEM 16.464844 1565530128.7896
MEM 16.464844 1565530128.9040
MEM 16.464844 1565530129.0185
